District;species;speciesKey;aantal km² in VL;aantal km² in district;aandeel km² in district;% in district;aandeel km² hokken van district;% van district
DS_District 3;Acer negundo;3189866;555;9;0,0162162162162162;1,6;0,0288461538461538;2,88
DS_District 3;Ailanthus altissima;3190653;633;20;0,0315955766192733;3,2;0,0641025641025641;6,41
DS_District 3;Aponogeton distachyos;5328593;27;0;0;0;0;0
DS_District 3;Arundo donax;2703041;5;1;0,2;20;0,00320512820512821;0,32
DS_District 3;Asclepias syriaca;3170247;30;0;0;0;0;0
DS_District 3;Azolla filiculoides;2650107;264;5;0,0189393939393939;1,9;0,016025641025641;1,6
DS_District 3;Baccharis halimifolia;3129663;130;0;0;0;0;0
DS_District 3;Cabomba caroliniana;2882443;11;2;0,181818181818182;18,2;0,00641025641025641;0,64
DS_District 3;Cotoneaster horizontalis;3025617;437;4;0,0091533180778032;0,9;0,0128205128205128;1,28
DS_District 3;Elodea densa;5329263;16;5;0,3125;31,2;0,016025641025641;1,6
DS_District 3;Pontederia crassipes;2765942;18;2;0,111111111111111;11,1;0,00641025641025641;0,64
DS_District 3;Elaeagnus angustifolia;3039269;179;7;0,0391061452513966;3,9;0,0224358974358974;2,24
DS_District 3;Elodea canadensis;2865448;64;4;0,0625;6,2;0,0128205128205128;1,28
DS_District 3;Elodea nuttallii;5329212;591;33;0,0558375634517767;5,6;0,105769230769231;10,58
DS_District 3;Fallopia baldschuanica;5334351;356;8;0,0224719101123595;2,2;0,0256410256410256;2,56
DS_District 3;Fraxinus pennsylvanica;3172348;46;2;0,0434782608695652;4,3;0,00641025641025641;0,64
DS_District 3;Helianthus tuberosus;3119175;300;3;0,01;1;0,00961538461538462;0,96
DS_District 3;Helianthus laetiflorus;3119181;44;1;0,0227272727272727;2,3;0,00320512820512821;0,32
DS_District 3;Heracleum mantegazzianum;3034825;2812;69;0,0245376955903272;2,5;0,221153846153846;22,12
DS_District 3;Hydrocotyle ranunculoides;7978544;537;5;0,00931098696461825;0,9;0,016025641025641;1,6
DS_District 3;Impatiens capensis;2891774;56;5;0,0892857142857143;8,9;0,016025641025641;1,6
DS_District 3;Impatiens glandulifera;2891770;3707;105;0,0283247909360669;2,8;0,336538461538462;33,65
DS_District 3;Koenigia polystachya;8848208;42;3;0,0714285714285714;7,1;0,00961538461538462;0,96
DS_District 3;Laburnum anagyroides;5356345;198;10;0,0505050505050505;5,1;0,032051282051282;3,21
DS_District 3;Lagarosiphon major;2865565;34;0;0;0;0;0
DS_District 3;Lemna minuta;2867614;883;35;0,0396375990939977;4;0,112179487179487;11,22
DS_District 3;Lemna turionifera;2867631;103;0;0;0;0;0
DS_District 3;Hydrocharis laevigata;11055820;2;0;0;0;0;0
DS_District 3;Ludwigia grandiflora;5421039;476;16;0,0336134453781513;3,4;0,0512820512820513;5,13
DS_District 3;Ludwigia peploides;5420991;18;0;0;0;0;0
DS_District 3;Mahonia aquifolium;3033865;1917;47;0,0245174752217006;2,5;0,150641025641026;15,06
DS_District 3;Myriophyllum aquaticum;5361785;479;14;0,0292275574112735;2,9;0,0448717948717949;4,49
DS_District 3;Myriophyllum heterophyllum;5361762;67;49;0,73134328358209;73,1;0,157051282051282;15,71
DS_District 3;Myriophyllum rubricaule;11742641;16;0;0;0;0;0
DS_District 3;Parthenocissus inserta;3039203;423;12;0,0283687943262411;2,8;0,0384615384615385;3,85
DS_District 3;Parthenocissus quinquefolia;3039194;156;2;0,0128205128205128;1,3;0,00641025641025641;0,64
DS_District 3;Parthenocissus tricuspidata;3039209;304;6;0,0197368421052632;2;0,0192307692307692;1,92
DS_District 3;Pistia stratiotes;2870583;43;3;0,0697674418604651;7;0,00961538461538462;0,96
DS_District 3;Prunus laurocerasus;3021496;2255;57;0,0252771618625277;2,5;0,182692307692308;18,27
DS_District 3;Prunus serotina;3021850;6032;217;0,035974801061008;3,6;0,69551282051282;69,55
DS_District 3;Reynoutria japonica;2889173;5136;170;0,0330996884735202;3,3;0,544871794871795;54,49
DS_District 3;Reynoutria sachalinensis;2889088;129;4;0,0310077519379845;3,1;0,0128205128205128;1,28
DS_District 3;Reynoutria bohemica;4038485;140;3;0,0214285714285714;2,1;0,00961538461538462;0,96
DS_District 3;Rhus typhina;3190538;742;18;0,0242587601078167;2,4;0,0576923076923077;5,77
DS_District 3;Robinia pseudoacacia;5352251;4017;107;0,0266367936270849;2,7;0,342948717948718;34,29
DS_District 3;Rosa rugosa;3003979;1761;52;0,0295286768881317;3;0,166666666666667;16,67
DS_District 3;Rubus armeniacus;2996525;227;4;0,0176211453744493;1,8;0,0128205128205128;1,28
DS_District 3;Rudbeckia laciniata;3114229;72;0;0;0;0;0
DS_District 3;Solidago canadensis;5389029;948;21;0,0221518987341772;2,2;0,0673076923076923;6,73
DS_District 3;Solidago gigantea;5389017;3240;78;0,0240740740740741;2,4;0,25;25
DS_District 3;Spiraea alba;3026585;21;2;0,0952380952380952;9,5;0,00641025641025641;0,64
DS_District 3;Spiraea douglasii;3027159;265;14;0,0528301886792453;5,3;0,0448717948717949;4,49
DS_District 3;Spiraea salicifolia;3026454;9;2;0,222222222222222;22,2;0,00641025641025641;0,64
DS_District 3;Spiraea tomentosa;3026819;21;1;0,0476190476190476;4,8;0,00320512820512821;0,32
DS_District 3;Spiraea billardii;7889822;23;0;0;0;0;0
