District;species;speciesKey;aantal km² in VL;aantal km² in district;aandeel km² in district;% in district;aandeel km² hokken van district;% van district
DS_District 2;Acer negundo;3189866;555;47;0,0846846846846847;8,5;0,135057471264368;13,51
DS_District 2;Ailanthus altissima;3190653;633;15;0,023696682464455;2,4;0,0431034482758621;4,31
DS_District 2;Aponogeton distachyos;5328593;27;0;0;0;0;0
DS_District 2;Arundo donax;2703041;5;0;0;0;0;0
DS_District 2;Asclepias syriaca;3170247;30;1;0,0333333333333333;3,3;0,0028735632183908;0,29
DS_District 2;Azolla filiculoides;2650107;264;1;0,00378787878787879;0,4;0,0028735632183908;0,29
DS_District 2;Baccharis halimifolia;3129663;130;2;0,0153846153846154;1,5;0,00574712643678161;0,57
DS_District 2;Cabomba caroliniana;2882443;11;5;0,454545454545455;45,5;0,014367816091954;1,44
DS_District 2;Cotoneaster horizontalis;3025617;437;10;0,022883295194508;2,3;0,028735632183908;2,87
DS_District 2;Elodea densa;5329263;16;3;0,1875;18,8;0,00862068965517241;0,86
DS_District 2;Pontederia crassipes;2765942;18;2;0,111111111111111;11,1;0,00574712643678161;0,57
DS_District 2;Elaeagnus angustifolia;3039269;179;1;0,00558659217877095;0,6;0,0028735632183908;0,29
DS_District 2;Elodea canadensis;2865448;64;8;0,125;12,5;0,0229885057471264;2,3
DS_District 2;Elodea nuttallii;5329212;591;73;0,123519458544839;12,4;0,209770114942529;20,98
DS_District 2;Fallopia baldschuanica;5334351;356;12;0,0337078651685393;3,4;0,0344827586206897;3,45
DS_District 2;Fraxinus pennsylvanica;3172348;46;1;0,0217391304347826;2,2;0,0028735632183908;0,29
DS_District 2;Helianthus tuberosus;3119175;300;71;0,236666666666667;23,7;0,204022988505747;20,4
DS_District 2;Helianthus laetiflorus;3119181;44;3;0,0681818181818182;6,8;0,00862068965517241;0,86
DS_District 2;Heracleum mantegazzianum;3034825;2812;62;0,0220483641536273;2,2;0,17816091954023;17,82
DS_District 2;Hydrocotyle ranunculoides;7978544;537;23;0,042830540037244;4,3;0,0660919540229885;6,61
DS_District 2;Impatiens capensis;2891774;56;0;0;0;0;0
DS_District 2;Impatiens glandulifera;2891770;3707;115;0,0310223900728352;3,1;0,330459770114943;33,05
DS_District 2;Koenigia polystachya;8848208;42;5;0,119047619047619;11,9;0,014367816091954;1,44
DS_District 2;Laburnum anagyroides;5356345;198;1;0,00505050505050505;0,5;0,0028735632183908;0,29
DS_District 2;Lagarosiphon major;2865565;34;0;0;0;0;0
DS_District 2;Lemna minuta;2867614;883;32;0,0362400906002265;3,6;0,0919540229885057;9,2
DS_District 2;Lemna turionifera;2867631;103;7;0,0679611650485437;6,8;0,0201149425287356;2,01
DS_District 2;Hydrocharis laevigata;11055820;2;0;0;0;0;0
DS_District 2;Ludwigia grandiflora;5421039;476;13;0,0273109243697479;2,7;0,0373563218390805;3,74
DS_District 2;Ludwigia peploides;5420991;18;0;0;0;0;0
DS_District 2;Mahonia aquifolium;3033865;1917;53;0,0276473656755347;2,8;0,152298850574713;15,23
DS_District 2;Myriophyllum aquaticum;5361785;479;4;0,00835073068893528;0,8;0,0114942528735632;1,15
DS_District 2;Myriophyllum heterophyllum;5361762;67;1;0,0149253731343284;1,5;0,0028735632183908;0,29
DS_District 2;Myriophyllum rubricaule;11742641;16;1;0,0625;6,2;0,0028735632183908;0,29
DS_District 2;Parthenocissus inserta;3039203;423;17;0,0401891252955083;4;0,0488505747126437;4,89
DS_District 2;Parthenocissus quinquefolia;3039194;156;8;0,0512820512820513;5,1;0,0229885057471264;2,3
DS_District 2;Parthenocissus tricuspidata;3039209;304;5;0,0164473684210526;1,6;0,014367816091954;1,44
DS_District 2;Pistia stratiotes;2870583;43;2;0,0465116279069767;4,7;0,00574712643678161;0,57
DS_District 2;Prunus laurocerasus;3021496;2255;51;0,0226164079822616;2,3;0,146551724137931;14,66
DS_District 2;Prunus serotina;3021850;6032;213;0,0353116710875332;3,5;0,612068965517241;61,21
DS_District 2;Reynoutria japonica;2889173;5136;156;0,0303738317757009;3;0,448275862068966;44,83
DS_District 2;Reynoutria sachalinensis;2889088;129;11;0,0852713178294574;8,5;0,0316091954022989;3,16
DS_District 2;Reynoutria bohemica;4038485;140;7;0,05;5;0,0201149425287356;2,01
DS_District 2;Rhus typhina;3190538;742;24;0,032345013477089;3,2;0,0689655172413793;6,9
DS_District 2;Robinia pseudoacacia;5352251;4017;132;0,0328603435399552;3,3;0,379310344827586;37,93
DS_District 2;Rosa rugosa;3003979;1761;50;0,0283929585462805;2,8;0,14367816091954;14,37
DS_District 2;Rubus armeniacus;2996525;227;3;0,013215859030837;1,3;0,00862068965517241;0,86
DS_District 2;Rudbeckia laciniata;3114229;72;2;0,0277777777777778;2,8;0,00574712643678161;0,57
DS_District 2;Solidago canadensis;5389029;948;33;0,0348101265822785;3,5;0,0948275862068965;9,48
DS_District 2;Solidago gigantea;5389017;3240;103;0,0317901234567901;3,2;0,295977011494253;29,6
DS_District 2;Spiraea alba;3026585;21;1;0,0476190476190476;4,8;0,0028735632183908;0,29
DS_District 2;Spiraea douglasii;3027159;265;12;0,0452830188679245;4,5;0,0344827586206897;3,45
DS_District 2;Spiraea salicifolia;3026454;9;1;0,111111111111111;11,1;0,0028735632183908;0,29
DS_District 2;Spiraea tomentosa;3026819;21;0;0;0;0;0
DS_District 2;Spiraea billardii;7889822;23;0;0;0;0;0
