"","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2021","status"
"Rhus typhina",NA," 1",NA," 5",NA," 2"," 1"," 3",NA," 2"," 5"," 2"," 2","Sporadic"
"Parthenocissus quinquefolia",NA,NA,NA," 1",NA,NA," 1"," 2",NA," 2"," 2",NA,NA,"Sporadic"
"Prunus laurocerasus",NA," 1",NA,NA," 2"," 4"," 1"," 1"," 5"," 7"," 9","15","15","Sporadic"
"Rosa rugosa",NA,NA," 3"," 2"," 4"," 5"," 1"," 3"," 5"," 5"," 7","14","14","Present"
"Spiraea alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent"
"Pistia stratiotes",NA,NA,NA,NA,NA,NA,NA,NA," 2",NA,NA,NA,NA,"Present"
"Solidago gigantea"," 4","11","18","20","18","13","12","14","13","17","15","21","21","Present"
"Rubus armeniacus",NA,NA,NA,NA,NA,NA,NA,NA," 2",NA,NA," 1"," 1","Sporadic"
"Robinia pseudoacacia"," 4"," 6","10","24","11","12"," 9","14","23"," 9","20","44","44","Present"
"Acer negundo"," 5"," 5"," 8","12","10"," 3"," 5"," 8"," 3"," 9"," 4"," 3"," 3","Present"
"Ailanthus altissima"," 1",NA,NA,NA," 2",NA," 1"," 2",NA," 4"," 2"," 3"," 3","Sporadic"
"Asclepias syriaca",NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,"Sporadic"
"Azolla filiculoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent"
"Baccharis halimifolia",NA,NA,NA," 1",NA,NA,NA,NA,NA," 1"," 1"," 1"," 1","Sporadic"
"Cabomba caroliniana",NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1"," 2",NA,NA,"Present"
"Cotoneaster horizontalis",NA,NA,NA," 1"," 1",NA," 2",NA,NA,NA," 1"," 3"," 3","Sporadic"
"Elaeagnus angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent"
"Elodea canadensis",NA,NA," 1",NA,NA,NA," 2"," 1"," 2"," 1"," 1",NA,NA,"Sporadic"
"Elodea nuttallii"," 9"," 7","17"," 8","11","12","12","13"," 8"," 7","12"," 8"," 8","Present"
"Fallopia baldschuanica",NA," 2",NA,NA,NA,NA,NA," 1"," 3",NA," 1"," 2"," 2","Sporadic"
"Fraxinus pennsylvanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent"
"Helianthus tuberosus"," 4","15","17","16","13","10","14","11","10","13","13","13","13","Present"
"Helianthus laetiflorus",NA,NA,NA,NA," 2",NA,NA,NA,NA,NA,NA," 1"," 1","Sporadic"
"Heracleum mantegazzianum"," 1"," 5"," 8","16","15"," 9"," 5"," 7"," 8","12"," 8","14","14","Present"
"Hydrocotyle ranunculoides"," 1"," 2"," 5"," 2"," 4"," 5"," 6"," 7","14"," 6","11"," 6"," 6","Present"
"Impatiens glandulifera","11","10","22","24","19","19","27","11","16","17","20","29","29","Present"
"Koenigia polystachya",NA," 3"," 1"," 1"," 2",NA,NA," 1"," 1",NA," 1"," 2"," 2","Sporadic"
"Laburnum anagyroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1","Present"
"Lemna minuta",NA," 1"," 1"," 1"," 3"," 2"," 5"," 5"," 5"," 1"," 4"," 2"," 2","Present"
"Lemna turionifera",NA,NA,NA," 1"," 1"," 1"," 2",NA,NA,NA,NA," 2"," 2","Sporadic"
"Reynoutria japonica","10"," 7","20","26","35","17","19","25","24","33","23","62","62","Present"
"Myriophyllum rubricaule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1","Present"
"Prunus serotina"," 2"," 4","15","17","14","20","18","28","35","34","48","76","76","Present"
"Parthenocissus tricuspidata",NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1"," 1"," 1","Present"
"Mahonia aquifolium",NA,NA," 3"," 2"," 3"," 4"," 3"," 4"," 4"," 2"," 9"," 9"," 9","Present"
"Parthenocissus inserta"," 1"," 1"," 2"," 3"," 3"," 2"," 1",NA,NA," 2"," 1"," 2"," 2","Sporadic"
"Spiraea douglasii",NA,NA,NA," 1"," 1",NA," 1",NA," 1"," 2"," 4"," 1"," 1","Sporadic"
"Reynoutria bohemica"," 1",NA,NA,NA,NA,NA,NA,NA," 1"," 2"," 2",NA,NA,"Sporadic"
"Myriophyllum heterophyllum",NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sporadic"
"Rudbeckia laciniata"," 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sporadic"
"Ludwigia grandiflora",NA," 1"," 1"," 3"," 2"," 1"," 1"," 2"," 1"," 3"," 4"," 2"," 2","Present"
"Reynoutria sachalinensis"," 1"," 1",NA," 3"," 4",NA,NA," 1",NA," 1",NA," 1"," 1","Sporadic"
"Spiraea salicifolia",NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,"Present"
"Solidago canadensis","3","1","7","5","8","6","3","2","4","1","5","4","4","Present"
"Myriophyllum aquaticum",NA,NA,NA,NA," 1",NA," 1"," 1"," 1",NA," 1",NA,NA,"Sporadic"
