year,eea_cell_code,speciesKey,n,min_coord_uncertainty
2013,1kmE3982N3045,3034825,1,1000
2013,1kmE3982N3049,5389017,1,100
2013,1kmE3982N3056,2891770,1,10
2013,1kmE3982N3079,5352251,1,700
2013,1kmE3982N3083,5352251,1,700
2013,1kmE3982N3084,3021850,1,700
2013,1kmE3982N3084,3034825,1,700
2013,1kmE3982N3090,2889173,2,700
2013,1kmE3982N3090,3189866,2,700
2013,1kmE3982N3091,5352251,1,700
2013,1kmE3982N3107,2891770,2,10
2013,1kmE3982N3108,2891770,1,100
2013,1kmE3982N3142,2867614,1,100
2013,1kmE3982N3142,3021850,1,100
2013,1kmE3982N3143,5389029,1,100
2013,1kmE3983N2964,2889173,1,49
2013,1kmE3983N2967,5352251,1,10
2013,1kmE3983N3012,2891770,1,49
2013,1kmE3983N3012,3021850,1,49
2013,1kmE3983N3044,3034825,2,1000
2013,1kmE3983N3045,3034825,1,1000
2013,1kmE3983N3074,7978544,1,49
2013,1kmE3983N3082,3039203,1,700
2013,1kmE3983N3083,3034825,1,700
2013,1kmE3983N3090,7978544,1,700
2013,1kmE3983N3094,5389029,1,10
2013,1kmE3983N3095,5389029,1,700
2013,1kmE3983N3099,3021850,1,700
2013,1kmE3983N3099,3033865,1,700
2013,1kmE3983N3099,5352251,1,700
2013,1kmE3983N3133,2650107,1,10
2013,1kmE3983N3133,2889088,1,592
2013,1kmE3984N2958,3021496,1,15
2013,1kmE3984N2964,2889173,1,49
2013,1kmE3984N2969,2891770,1,10
2013,1kmE3984N2970,2891770,1,1000
2013,1kmE3984N3057,5352251,1,100
2013,1kmE3984N3083,5352251,2,700
2013,1kmE3984N3083,5389029,1,700
2013,1kmE3984N3084,5352251,2,100
2013,1kmE3984N3102,2889173,1,700
2013,1kmE3984N3102,3021850,2,700
2013,1kmE3984N3102,5352251,2,10
2013,1kmE3984N3107,2889173,1,10
2013,1kmE3984N3127,5329212,1,100
2013,1kmE3985N3016,3034825,1,1000
2013,1kmE3985N3052,5421039,1,49
2013,1kmE3985N3058,3003979,1,10
2013,1kmE3985N3058,3033865,2,10
2013,1kmE3985N3058,3039203,1,100
2013,1kmE3985N3058,3039209,1,100
2013,1kmE3985N3058,3039269,1,10
2013,1kmE3985N3058,5352251,2,100
2013,1kmE3985N3101,3021850,1,10
2013,1kmE3985N3105,2889173,3,10
2013,1kmE3985N3108,3021850,1,860
2013,1kmE3986N2966,5329212,1,10
2013,1kmE3986N3007,3039203,1,707
2013,1kmE3986N3046,3021850,1,10
2013,1kmE3986N3057,3021850,1,1000
2013,1kmE3986N3089,5352251,1,700
2013,1kmE3986N3105,2889173,1,10
2013,1kmE3986N3106,2889173,1,860
2013,1kmE3986N3106,5352251,1,700
2013,1kmE3986N3107,2889173,3,700
2013,1kmE3986N3107,3021850,2,700
2013,1kmE3986N3107,5352251,1,700
2013,1kmE3986N3107,5389029,1,700
2013,1kmE3986N3108,5352251,1,860
2013,1kmE3986N3117,2889173,2,700
2013,1kmE3986N3117,3021850,1,999
2013,1kmE3986N3118,3021850,1,700
2013,1kmE3986N3118,5352251,1,700
2013,1kmE3986N3136,8848208,1,10
2013,1kmE3987N2965,2891770,1,49
2013,1kmE3987N2965,5329212,1,1000
2013,1kmE3987N3011,2891770,1,707
2013,1kmE3987N3056,5352251,1,10
2013,1kmE3987N3058,5352251,2,100
2013,1kmE3987N3105,5352251,1,700
2013,1kmE3987N3106,2889173,1,10
2013,1kmE3987N3106,3021850,1,700
2013,1kmE3987N3106,5329212,1,10
2013,1kmE3987N3106,5389029,2,10
2013,1kmE3987N3107,2889173,1,700
2013,1kmE3987N3107,3021850,2,10
2013,1kmE3987N3107,5352251,1,700
2013,1kmE3987N3117,2889173,1,10
2013,1kmE3987N3117,5352251,1,999
2013,1kmE3987N3135,3129663,2,10
2013,1kmE3988N2966,2889173,1,49
2013,1kmE3988N2966,3021496,1,10
2013,1kmE3988N3013,5329212,1,10
2013,1kmE3988N3014,5329212,1,49
2013,1kmE3988N3014,5361762,1,49
2013,1kmE3988N3014,5361785,1,49
2013,1kmE3988N3014,5421039,2,49
2013,1kmE3988N3081,3034825,2,10
2013,1kmE3988N3085,3034825,1,100
2013,1kmE3988N3098,2889173,1,10
2013,1kmE3988N3106,2889173,1,500
2013,1kmE3988N3106,3021850,4,10
2013,1kmE3988N3106,3034825,2,500
2013,1kmE3988N3106,3190538,1,700
2013,1kmE3988N3106,5352251,6,10
2013,1kmE3988N3107,2889173,3,10
2013,1kmE3988N3107,3021850,4,10
2013,1kmE3988N3107,3034825,2,700
2013,1kmE3988N3107,5352251,3,10
2013,1kmE3988N3109,3021850,1,700
2013,1kmE3988N3122,2889173,1,999
2013,1kmE3988N3123,5352251,1,999
2013,1kmE3989N2954,5352251,1,49
2013,1kmE3989N2993,2889173,1,49
2013,1kmE3989N3014,2865565,2,49
2013,1kmE3989N3014,5329212,1,49
2013,1kmE3989N3014,5421039,1,49
2013,1kmE3989N3058,5352251,1,100
2013,1kmE3989N3059,5329212,1,1000
2013,1kmE3989N3103,2889173,1,10
2013,1kmE3989N3106,3021850,1,700
2013,1kmE3989N3106,5352251,1,700
2013,1kmE3989N3107,2891770,1,100
2013,1kmE3989N3108,2891770,1,700
2013,1kmE3989N3108,5352251,1,700
2013,1kmE3989N3111,2889173,6,10
2013,1kmE3989N3121,3021850,1,999
2013,1kmE3989N3123,3039194,1,10
2013,1kmE3989N3127,2889173,1,100
2013,1kmE3990N2956,2889088,1,49
2013,1kmE3990N2977,2889173,1,1000
2013,1kmE3990N3055,3021850,1,100
2013,1kmE3990N3088,3034825,1,100
2013,1kmE3990N3088,5352251,1,100
2013,1kmE3990N3102,2889173,1,10
2013,1kmE3990N3127,2891770,1,10
2013,1kmE3990N3128,3034825,1,10
2013,1kmE3990N3128,5352251,1,500
2013,1kmE3991N2954,5352251,1,49
2013,1kmE3991N2959,2889088,1,2828
2013,1kmE3991N2963,2889173,1,49
2013,1kmE3991N2963,5389017,1,49
2013,1kmE3991N2970,3021850,1,15
2013,1kmE3991N2980,2889173,1,1000
2013,1kmE3991N3055,3034825,1,1000
2013,1kmE3991N3061,5352251,1,100
2013,1kmE3991N3097,2891770,2,10
2013,1kmE3991N3101,3021850,1,700
2013,1kmE3991N3106,3021850,1,700
2013,1kmE3991N3106,5352251,1,700
2013,1kmE3991N3111,2891770,1,10
2013,1kmE3991N3111,3021850,1,10
2013,1kmE3991N3112,2891770,1,10
2013,1kmE3991N3112,3034825,1,10
2013,1kmE3991N3112,5389017,1,10
2013,1kmE3992N2944,2891770,1,49
2013,1kmE3992N2960,5389029,1,49
2013,1kmE3992N2979,3034825,1,1000
2013,1kmE3992N3030,2891770,1,49
2013,1kmE3992N3031,2891770,2,49
2013,1kmE3992N3032,2891770,1,49
2013,1kmE3992N3081,5352251,1,700
2013,1kmE3992N3087,5352251,1,100
2013,1kmE3992N3091,2889173,1,10
2013,1kmE3992N3092,3021850,1,10
2013,1kmE3992N3093,5389017,3,10
2013,1kmE3992N3100,2889173,1,10
2013,1kmE3992N3102,2889173,3,10
2013,1kmE3992N3103,3027159,1,700
2013,1kmE3992N3103,5352251,1,700
2013,1kmE3992N3103,5389029,1,700
2013,1kmE3992N3106,2891770,1,100
2013,1kmE3992N3106,3021850,2,700
2013,1kmE3992N3106,5352251,2,700
2013,1kmE3992N3107,3027159,1,100
2013,1kmE3992N3108,2650107,1,10
2013,1kmE3992N3112,3034825,1,10
2013,1kmE3992N3129,3021850,1,500
2013,1kmE3993N2942,5334351,1,100
2013,1kmE3993N2943,5356345,1,49
2013,1kmE3993N2966,3033865,1,2828
2013,1kmE3993N2975,3034825,1,1000
2013,1kmE3993N3031,2891770,1,100
2013,1kmE3993N3072,2889173,3,10
2013,1kmE3993N3082,3034825,1,700
2013,1kmE3993N3083,3039203,1,700
2013,1kmE3993N3084,5352251,1,700
2013,1kmE3993N3092,3021850,1,10
2013,1kmE3993N3092,3033865,1,10
2013,1kmE3993N3096,3034825,2,10
2013,1kmE3993N3102,2889173,2,10
2013,1kmE3993N3103,2889173,1,700
2013,1kmE3993N3103,2891770,1,700
2013,1kmE3993N3103,3021850,1,700
2013,1kmE3993N3103,3039203,1,700
2013,1kmE3993N3104,3021850,1,700
2013,1kmE3993N3113,3033865,1,10
2013,1kmE3994N3014,3034825,1,1000
2013,1kmE3994N3041,2865448,1,49
2013,1kmE3994N3041,3034825,1,1000
2013,1kmE3994N3100,3033865,1,700
2013,1kmE3994N3101,3021850,1,700
2013,1kmE3994N3101,3033865,1,700
2013,1kmE3994N3101,5389017,1,700
2013,1kmE3994N3102,3021850,1,700
2013,1kmE3994N3102,3189866,1,100
2013,1kmE3994N3102,5389029,1,700
2013,1kmE3994N3104,3021850,2,700
2013,1kmE3994N3104,3034825,1,700
2013,1kmE3994N3110,2891770,1,10
2013,1kmE3994N3112,2891770,1,10
2013,1kmE3994N3126,2891770,1,10
2013,1kmE3994N3126,3021850,1,10
2013,1kmE3994N3126,5389017,2,10
2013,1kmE3994N3127,3021850,1,100
2013,1kmE3995N2966,2865448,1,10
2013,1kmE3995N2982,2889173,1,2828
2013,1kmE3995N3014,2889173,1,49
2013,1kmE3995N3026,3034825,1,1000
2013,1kmE3995N3028,2891770,1,49
2013,1kmE3995N3028,5389017,1,49
2013,1kmE3995N3030,2891770,1,49
2013,1kmE3995N3030,3034825,1,49
2013,1kmE3995N3093,3021850,3,700
2013,1kmE3995N3101,3021850,1,100
2013,1kmE3995N3101,3033865,1,100
2013,1kmE3995N3101,5389017,1,100
2013,1kmE3995N3102,2889173,1,700
2013,1kmE3995N3102,3021850,1,700
2013,1kmE3995N3102,3033865,1,700
2013,1kmE3995N3102,5352251,1,700
2013,1kmE3995N3104,2889173,1,10
2013,1kmE3995N3104,3021850,2,10
2013,1kmE3995N3104,3034825,1,700
2013,1kmE3995N3104,5352251,1,700
2013,1kmE3995N3105,3021850,1,700
2013,1kmE3995N3116,5352251,1,700
2013,1kmE3995N3117,3021850,1,700
2013,1kmE3995N3120,3021850,1,999
2013,1kmE3995N3126,2891770,1,500
2013,1kmE3995N3126,3021850,1,500
2013,1kmE3996N2950,3025617,1,200
2013,1kmE3996N3029,2889173,2,10
2013,1kmE3996N3068,4038485,1,1000
2013,1kmE3996N3088,2891770,1,999
2013,1kmE3996N3091,5389029,1,700
2013,1kmE3996N3100,2889173,1,10
2013,1kmE3996N3101,2891770,1,10
2013,1kmE3996N3103,2889173,1,10
2013,1kmE3996N3104,3021850,1,10
2013,1kmE3996N3104,3027159,1,10
2013,1kmE3996N3104,5352251,2,10
2013,1kmE3996N3105,3021850,3,700
2013,1kmE3996N3116,5389017,1,700
2013,1kmE3997N3027,5356345,2,10
2013,1kmE3997N3029,5352251,1,1000
2013,1kmE3997N3036,5361785,3,10
2013,1kmE3997N3043,3034825,1,1000
2013,1kmE3997N3045,3034825,1,1000
2013,1kmE3997N3086,2891770,1,100
2013,1kmE3997N3089,2889173,3,10
2013,1kmE3997N3091,2889173,1,700
2013,1kmE3997N3100,2889173,1,10
2013,1kmE3997N3104,3034825,1,10
2013,1kmE3997N3104,5361785,1,10
2013,1kmE3997N3105,3021850,1,700
2013,1kmE3997N3120,3021850,1,500
2013,1kmE3998N3035,2891770,1,999
2013,1kmE3998N3036,2891770,1,1000
2013,1kmE3998N3037,2889173,2,100
2013,1kmE3998N3037,2891770,1,1000
2013,1kmE3998N3038,3025617,1,1000
2013,1kmE3998N3039,3034825,1,1000
2013,1kmE3998N3062,2889173,1,10
2013,1kmE3998N3063,2889173,1,10
2013,1kmE3998N3063,3190653,1,100
2013,1kmE3998N3089,2889173,1,10
2013,1kmE3998N3089,2891770,1,10
2013,1kmE3998N3090,5352251,1,700
2013,1kmE3998N3091,2891770,3,10
2013,1kmE3998N3091,3021850,2,10
2013,1kmE3998N3097,3003979,1,10
2013,1kmE3998N3103,2889173,3,10
2013,1kmE3998N3107,2889173,6,10
2013,1kmE3998N3109,3021850,1,10
2013,1kmE3998N3120,2891770,1,500
2013,1kmE3998N3120,5352251,1,500
2013,1kmE3998N3121,5352251,1,10
2013,1kmE3998N3129,3027159,1,100
2013,1kmE3999N2962,5389017,1,49
2013,1kmE3999N3037,2889173,1,1000
2013,1kmE3999N3059,2891770,2,10
2013,1kmE3999N3059,3027159,1,10
2013,1kmE3999N3063,2889173,26,10
2013,1kmE3999N3063,3190653,1,100
2013,1kmE3999N3070,2889173,3,10
2013,1kmE3999N3082,2891770,1,10
2013,1kmE3999N3088,2891770,1,100
2013,1kmE3999N3099,3034825,1,100
2013,1kmE3999N3103,3021850,1,700
2013,1kmE3999N3104,5389017,1,700
2013,1kmE3999N3124,3021850,1,500
2013,1kmE3999N3125,2889173,2,500
2013,1kmE3999N3125,2891770,2,500
2013,1kmE3999N3125,3021850,1,700
2013,1kmE4000N2947,2891770,1,100
2013,1kmE4000N2959,3034825,1,1000
2013,1kmE4000N3035,2889088,1,10
2013,1kmE4000N3035,3039203,1,10
2013,1kmE4000N3054,2891770,1,100
2013,1kmE4000N3058,3034825,1,1000
2013,1kmE4000N3063,2889173,19,10
2013,1kmE4000N3068,2889173,4,10
2013,1kmE4000N3069,2889173,1,10
2013,1kmE4000N3089,3021496,1,10
2013,1kmE4000N3102,3021850,1,536
2013,1kmE4000N3102,3033865,1,10
2013,1kmE4000N3108,3021850,1,999
2013,1kmE4000N3112,2889173,3,10
2013,1kmE4000N3115,5389029,1,700
2013,1kmE4001N3021,2891770,1,49
2013,1kmE4001N3048,3034825,1,1000
2013,1kmE4001N3063,2889173,5,10
2013,1kmE4001N3064,2889173,1,100
2013,1kmE4001N3064,5352251,1,100
2013,1kmE4001N3065,2889173,9,10
2013,1kmE4001N3066,2889173,10,10
2013,1kmE4001N3103,5389017,1,700
2013,1kmE4001N3104,3021850,1,700
2013,1kmE4001N3108,2889173,1,10
2013,1kmE4001N3116,3021850,1,700
2013,1kmE4001N3123,3021850,1,500
2013,1kmE4001N3123,5352251,1,500
2013,1kmE4001N3124,2891770,3,100
2013,1kmE4001N3127,2891770,1,10
2013,1kmE4001N3134,2891770,1,10
2013,1kmE4001N3136,5329212,1,100
2013,1kmE4001N3137,5329212,1,100
2013,1kmE4001N3138,3021850,1,999
2013,1kmE4002N2959,3021850,1,49
2013,1kmE4002N3020,2891770,1,49
2013,1kmE4002N3036,3021850,1,10
2013,1kmE4002N3039,2889173,1,10
2013,1kmE4002N3039,3034825,1,1000
2013,1kmE4002N3041,2891770,1,1000
2013,1kmE4002N3042,3025617,1,1000
2013,1kmE4002N3051,3034825,1,1000
2013,1kmE4002N3062,2889173,4,10
2013,1kmE4002N3063,2889173,5,10
2013,1kmE4002N3064,2889173,4,10
2013,1kmE4002N3065,2889173,18,10
2013,1kmE4002N3066,2889173,13,10
2013,1kmE4002N3067,2889173,2,10
2013,1kmE4002N3069,2889173,1,10
2013,1kmE4002N3070,2889173,1,10
2013,1kmE4002N3071,2889173,3,10
2013,1kmE4002N3084,2891770,1,10
2013,1kmE4002N3100,3033865,1,100
2013,1kmE4002N3103,3021850,1,700
2013,1kmE4002N3104,3021850,2,100
2013,1kmE4002N3115,2891770,1,10
2013,1kmE4002N3117,2891770,2,10
2013,1kmE4002N3133,2891770,1,10
2013,1kmE4002N3133,3003979,1,10
2013,1kmE4002N3138,5329212,2,100
2013,1kmE4003N2956,3021850,1,15
2013,1kmE4003N2959,3021850,1,15
2013,1kmE4003N2980,3034825,1,1000
2013,1kmE4003N3027,2889173,1,1000
2013,1kmE4003N3033,2889173,1,1000
2013,1kmE4003N3036,5389017,1,1000
2013,1kmE4003N3056,3021496,1,15
2013,1kmE4003N3057,2889173,3,10
2013,1kmE4003N3063,2889173,1,10
2013,1kmE4003N3064,2889173,2,10
2013,1kmE4003N3066,2889173,4,10
2013,1kmE4003N3067,2889173,3,10
2013,1kmE4003N3104,3003979,1,10
2013,1kmE4003N3107,3003979,1,100
2013,1kmE4003N3114,2891770,1,500
2013,1kmE4003N3114,3021850,1,700
2013,1kmE4003N3115,2891770,4,10
2013,1kmE4003N3115,3021850,1,500
2013,1kmE4003N3115,3034825,1,10
2013,1kmE4003N3136,2889173,1,10
2013,1kmE4004N3063,2889173,10,10
2013,1kmE4004N3066,2889173,19,10
2013,1kmE4004N3068,2889173,1,10
2013,1kmE4004N3093,5389029,1,700
2013,1kmE4004N3135,3021850,1,100
2013,1kmE4005N3015,2891770,1,100
2013,1kmE4005N3016,3021850,2,707
2013,1kmE4005N3063,2889173,1,10
2013,1kmE4005N3065,2889173,7,10
2013,1kmE4005N3066,2889173,5,10
2013,1kmE4005N3090,5329212,1,700
2013,1kmE4005N3092,2891770,1,700
2013,1kmE4005N3093,5352251,1,700
2013,1kmE4005N3094,3034825,1,700
2013,1kmE4005N3104,2889173,10,10
2013,1kmE4005N3104,3021850,1,700
2013,1kmE4005N3104,5352251,1,700
2013,1kmE4005N3126,3021850,1,999
2013,1kmE4005N3130,5352251,1,999
2013,1kmE4005N3131,2889173,1,999
2013,1kmE4005N3131,3021850,1,999
2013,1kmE4005N3133,5352251,1,10
2013,1kmE4005N3134,3034825,1,10
2013,1kmE4005N3135,3190538,1,10
2013,1kmE4006N3057,2891770,1,1000
2013,1kmE4006N3063,2889173,3,10
2013,1kmE4006N3064,2889173,14,10
2013,1kmE4006N3065,2889173,6,10
2013,1kmE4006N3066,2889173,6,10
2013,1kmE4006N3067,2889173,1,100
2013,1kmE4006N3068,2889173,13,10
2013,1kmE4006N3077,3034825,1,1000
2013,1kmE4006N3090,2889173,1,700
2013,1kmE4006N3104,2889173,2,700
2013,1kmE4006N3104,2891770,2,700
2013,1kmE4006N3104,3021850,1,700
2013,1kmE4006N3104,5352251,1,700
2013,1kmE4006N3107,2889173,1,10
2013,1kmE4006N3118,2891770,2,10
2013,1kmE4006N3119,2891770,8,10
2013,1kmE4006N3120,2891770,12,10
2013,1kmE4006N3120,3021850,2,500
2013,1kmE4006N3120,3034825,2,500
2013,1kmE4006N3121,2891770,19,10
2013,1kmE4006N3122,2891770,1,10
2013,1kmE4006N3129,3021850,1,10
2013,1kmE4006N3131,5352251,1,700
2013,1kmE4006N3134,5389029,1,999
2013,1kmE4006N3135,3021850,3,10
2013,1kmE4006N3136,2889173,1,10
2013,1kmE4006N3139,2889173,1,700
2013,1kmE4006N3139,3021850,2,500
2013,1kmE4006N3139,5389029,1,500
2013,1kmE4006N3140,5389029,1,700
2013,1kmE4006N3141,5352251,1,700
2013,1kmE4007N3015,2891770,1,10
2013,1kmE4007N3019,3034825,1,49
2013,1kmE4007N3055,2891770,1,49
2013,1kmE4007N3056,2891770,1,1000
2013,1kmE4007N3057,2891770,2,49
2013,1kmE4007N3057,5352251,1,10
2013,1kmE4007N3058,2891770,2,100
2013,1kmE4007N3059,3034825,1,1000
2013,1kmE4007N3060,3034825,1,1000
2013,1kmE4007N3060,5352251,1,1000
2013,1kmE4007N3064,2889173,6,10
2013,1kmE4007N3065,2889173,1,10
2013,1kmE4007N3066,2889173,2,10
2013,1kmE4007N3068,3190653,1,10
2013,1kmE4007N3069,3021496,1,10
2013,1kmE4007N3069,3025617,1,10
2013,1kmE4007N3071,2889173,1,10
2013,1kmE4007N3097,2891770,1,10
2013,1kmE4007N3098,2891770,1,700
2013,1kmE4007N3104,3021496,1,500
2013,1kmE4007N3105,3021496,1,700
2013,1kmE4007N3105,5352251,1,700
2013,1kmE4007N3109,2889173,1,10
2013,1kmE4007N3109,3021850,1,100
2013,1kmE4007N3117,2891770,22,10
2013,1kmE4007N3118,2891770,8,10
2013,1kmE4007N3119,2891770,3,10
2013,1kmE4007N3120,2891770,5,10
2013,1kmE4007N3122,2891770,32,10
2013,1kmE4007N3123,2865448,1,100
2013,1kmE4007N3123,2891770,6,10
2013,1kmE4007N3123,3021850,1,500
2013,1kmE4007N3123,5329212,1,500
2013,1kmE4007N3130,5389029,1,700
2013,1kmE4007N3131,3021850,1,700
2013,1kmE4007N3131,3027159,1,700
2013,1kmE4007N3132,2889173,1,700
2013,1kmE4007N3132,5389029,1,700
2013,1kmE4007N3135,3021850,1,999
2013,1kmE4007N3138,2889173,1,10
2013,1kmE4007N3139,2889173,1,500
2013,1kmE4008N3020,5389029,1,49
2013,1kmE4008N3026,2889173,1,1000
2013,1kmE4008N3026,2891770,1,1000
2013,1kmE4008N3045,5389017,1,10
2013,1kmE4008N3050,3034825,1,1000
2013,1kmE4008N3052,2889173,1,100
2013,1kmE4008N3052,2891770,1,100
2013,1kmE4008N3057,2889173,1,1000
2013,1kmE4008N3057,3039203,1,1000
2013,1kmE4008N3058,2891770,1,1000
2013,1kmE4008N3060,3034825,1,1000
2013,1kmE4008N3061,3021850,1,1000
2013,1kmE4008N3062,2889173,1,10
2013,1kmE4008N3063,2889173,3,10
2013,1kmE4008N3064,2889173,4,10
2013,1kmE4008N3065,2889173,6,10
2013,1kmE4008N3066,3025617,1,49
2013,1kmE4008N3066,3033865,1,5
2013,1kmE4008N3066,3039209,1,49
2013,1kmE4008N3066,5356345,1,49
2013,1kmE4008N3069,2889173,1,10
2013,1kmE4008N3070,2889173,2,10
2013,1kmE4008N3071,2889173,5,10
2013,1kmE4008N3098,2891770,1,700
2013,1kmE4008N3098,3021850,1,700
2013,1kmE4008N3099,2891770,1,700
2013,1kmE4008N3100,3003979,1,700
2013,1kmE4008N3100,3021850,1,700
2013,1kmE4008N3104,2889173,2,500
2013,1kmE4008N3104,3021850,1,700
2013,1kmE4008N3104,3039203,1,700
2013,1kmE4008N3105,3021850,1,500
2013,1kmE4008N3123,2891770,2,10
2013,1kmE4008N3124,2891770,53,10
2013,1kmE4008N3130,3021850,1,700
2013,1kmE4008N3131,3021850,2,700
2013,1kmE4009N2967,2865448,1,10
2013,1kmE4009N2967,3026585,1,10
2013,1kmE4009N3020,2889173,1,49
2013,1kmE4009N3020,2891770,1,1000
2013,1kmE4009N3020,5389017,1,1000
2013,1kmE4009N3023,3033865,1,49
2013,1kmE4009N3027,2891770,1,1000
2013,1kmE4009N3049,2891770,1,49
2013,1kmE4009N3058,2891770,1,999
2013,1kmE4009N3061,5334351,1,10
2013,1kmE4009N3063,2889173,12,10
2013,1kmE4009N3065,5352251,1,50
2013,1kmE4009N3067,2889173,2,10
2013,1kmE4009N3069,2889173,1,10
2013,1kmE4009N3069,3021496,1,10
2013,1kmE4009N3069,3021850,1,10
2013,1kmE4009N3069,5352251,1,10
2013,1kmE4009N3071,2889173,1,10
2013,1kmE4009N3071,3034825,1,1000
2013,1kmE4009N3072,2889173,5,10
2013,1kmE4009N3097,3021850,1,700
2013,1kmE4009N3105,2889173,1,10
2013,1kmE4009N3124,2891770,32,10
2013,1kmE4009N3125,2891770,3,10
2013,1kmE4009N3130,2889173,1,700
2013,1kmE4009N3130,5352251,1,700
2013,1kmE4009N3130,5389017,1,700
2013,1kmE4010N2965,3034825,1,1000
2013,1kmE4010N3008,2891770,1,49
2013,1kmE4010N3008,5389017,1,49
2013,1kmE4010N3020,2889173,1,49
2013,1kmE4010N3020,5389017,1,49
2013,1kmE4010N3021,2891770,1,49
2013,1kmE4010N3022,2889173,1,1000
2013,1kmE4010N3023,2889173,1,1000
2013,1kmE4010N3044,2889173,1,10
2013,1kmE4010N3061,2889173,10,10
2013,1kmE4010N3061,3034825,1,1000
2013,1kmE4010N3061,3039203,1,10
2013,1kmE4010N3063,2889173,15,10
2013,1kmE4010N3064,2889173,7,10
2013,1kmE4010N3068,2889173,1,2828
2013,1kmE4010N3069,3034825,1,1000
2013,1kmE4010N3070,3021496,1,10
2013,1kmE4010N3070,3025617,1,10
2013,1kmE4010N3070,5352251,1,20
2013,1kmE4010N3071,2889173,5,10
2013,1kmE4010N3094,2891770,1,700
2013,1kmE4010N3095,3039203,1,700
2013,1kmE4010N3096,3021850,1,100
2013,1kmE4010N3098,2891770,1,700
2013,1kmE4010N3106,3021850,2,10
2013,1kmE4010N3106,5352251,1,10
2013,1kmE4010N3107,3021850,1,700
2013,1kmE4010N3107,5389029,1,700
2013,1kmE4010N3108,2891770,1,700
2013,1kmE4010N3110,3021850,1,10
2013,1kmE4010N3124,2891770,8,10
2013,1kmE4010N3125,2891770,7,10
2013,1kmE4010N3133,3021850,1,700
2013,1kmE4010N3133,5352251,1,700
2013,1kmE4010N3134,3033865,1,700
2013,1kmE4011N2946,3039203,1,100
2013,1kmE4011N3025,2891770,1,49
2013,1kmE4011N3048,2889173,1,1000
2013,1kmE4011N3061,2889173,1,10
2013,1kmE4011N3063,2889173,2,10
2013,1kmE4011N3064,2889173,12,10
2013,1kmE4011N3065,2889173,1,10
2013,1kmE4011N3065,3034825,1,1000
2013,1kmE4011N3068,2889173,1,10
2013,1kmE4011N3069,2889173,5,10
2013,1kmE4011N3093,3021850,1,700
2013,1kmE4011N3094,3021850,1,500
2013,1kmE4011N3094,5389017,1,700
2013,1kmE4011N3095,2889173,1,700
2013,1kmE4011N3095,2891770,1,700
2013,1kmE4011N3095,3021850,2,700
2013,1kmE4011N3095,5352251,1,700
2013,1kmE4011N3095,5389017,1,700
2013,1kmE4011N3096,5352251,1,700
2013,1kmE4011N3098,3021850,1,700
2013,1kmE4011N3098,3033865,1,700
2013,1kmE4011N3098,3190538,1,700
2013,1kmE4011N3099,3021496,1,700
2013,1kmE4011N3099,3021850,1,500
2013,1kmE4011N3099,3033865,1,500
2013,1kmE4011N3099,3119181,1,700
2013,1kmE4011N3099,5352251,2,500
2013,1kmE4011N3125,2891770,21,10
2013,1kmE4012N3047,3033865,1,1000
2013,1kmE4012N3047,3034825,1,1000
2013,1kmE4012N3061,2889173,1,999
2013,1kmE4012N3062,2889173,1,10
2013,1kmE4012N3063,2889173,13,10
2013,1kmE4012N3068,2889173,1,10
2013,1kmE4012N3069,2889173,17,10
2013,1kmE4012N3090,5352251,1,700
2013,1kmE4012N3090,5389029,1,700
2013,1kmE4012N3091,3021850,1,700
2013,1kmE4012N3094,5352251,1,700
2013,1kmE4012N3094,5389017,1,700
2013,1kmE4012N3095,2889173,1,700
2013,1kmE4012N3095,3021850,1,700
2013,1kmE4012N3095,3034825,1,700
2013,1kmE4012N3095,5352251,1,700
2013,1kmE4012N3096,3021850,1,700
2013,1kmE4012N3098,3021850,1,700
2013,1kmE4012N3098,5352251,1,700
2013,1kmE4012N3098,5389017,1,700
2013,1kmE4012N3099,5389017,1,700
2013,1kmE4012N3110,3021850,1,700
2013,1kmE4012N3111,2891770,1,700
2013,1kmE4012N3120,2889173,1,10
2013,1kmE4013N2961,3021850,1,15
2013,1kmE4013N2962,5389029,1,49
2013,1kmE4013N2976,2889088,1,49
2013,1kmE4013N3022,3026585,1,1000
2013,1kmE4013N3028,3034825,1,1000
2013,1kmE4013N3061,2889173,9,10
2013,1kmE4013N3066,2889173,9,10
2013,1kmE4013N3069,2889173,3,10
2013,1kmE4013N3071,2889173,3,10
2013,1kmE4013N3083,5352251,1,700
2013,1kmE4013N3091,2889173,1,700
2013,1kmE4013N3094,2891770,2,700
2013,1kmE4013N3094,3039203,1,700
2013,1kmE4013N3094,5352251,1,700
2013,1kmE4013N3095,2889173,1,700
2013,1kmE4013N3095,3021850,1,700
2013,1kmE4013N3095,5389017,1,700
2013,1kmE4013N3096,3021850,1,700
2013,1kmE4013N3096,3034825,1,700
2013,1kmE4013N3096,5352251,1,700
2013,1kmE4013N3097,5352251,1,700
2013,1kmE4013N3097,5389017,1,700
2013,1kmE4013N3098,2889173,1,700
2013,1kmE4013N3098,2891770,1,700
2013,1kmE4013N3098,3021850,1,700
2013,1kmE4013N3098,5352251,1,700
2013,1kmE4013N3100,3021850,1,700
2013,1kmE4014N3027,5389017,1,20
2013,1kmE4014N3042,3034825,1,1000
2013,1kmE4014N3048,3033865,1,10
