"","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2021","status"
"Rhus typhina",NA,NA,NA,NA,NA,NA," 2"," 1"," 1"," 7"," 2"," 4"," 4","Present"
"Parthenocissus quinquefolia",NA,NA,NA,NA,NA,NA," 1",NA,NA,NA," 1",NA,NA,"Sporadic"
"Prunus laurocerasus",NA,NA,NA,NA," 1"," 4"," 7"," 4"," 4"," 5"," 8","17","17","Present"
"Rosa rugosa",NA," 2"," 3",NA,NA," 3"," 2","10"," 2"," 7"," 7","23","23","Sporadic"
"Spiraea alba",NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sporadic"
"Pistia stratiotes",NA,NA,NA,NA,NA,NA,NA," 3",NA,NA,NA,NA,NA,"Sporadic"
"Solidago gigantea",NA," 3"," 1"," 2"," 4"," 6","10"," 2"," 9"," 8","13","21","21","Present"
"Rubus armeniacus",NA," 1"," 2",NA,NA," 1",NA," 1",NA,NA,NA," 1"," 1","Sporadic"
"Robinia pseudoacacia"," 3"," 2"," 2"," 1",NA,"10","17","12"," 6","13","20","42","42","Sporadic"
"Acer negundo"," 1",NA," 1",NA,NA," 1",NA,NA,NA," 1"," 3"," 4"," 4","Sporadic"
"Ailanthus altissima",NA,NA," 1"," 5"," 1"," 1"," 2",NA," 1"," 4"," 3","10","10","Sporadic"
"Arundo donax",NA,NA,NA,NA," 1"," 1",NA,NA,NA,NA,NA,NA,NA,"Sporadic"
"Azolla filiculoides",NA,NA,NA,NA," 1",NA,NA," 1",NA,NA,NA," 2"," 2","Sporadic"
"Cabomba caroliniana",NA,NA,NA,NA,NA,NA,NA," 2",NA,NA,NA,NA,NA,"Sporadic"
"Cotoneaster horizontalis",NA,NA,NA,NA," 1"," 1",NA," 1",NA,NA," 1",NA,NA,"Sporadic"
"Elaeagnus angustifolia",NA," 1",NA,NA,NA," 1"," 2"," 1",NA," 1"," 1"," 1"," 1","Sporadic"
"Elodea canadensis",NA,NA,NA,NA," 2",NA," 1",NA,NA,NA," 1",NA,NA,"Sporadic"
"Elodea nuttallii",NA," 1"," 3"," 1"," 4"," 4","11"," 1","14"," 2"," 2"," 8"," 8","Present"
"Fallopia baldschuanica",NA,NA,NA,NA,NA,NA," 2",NA," 1"," 1"," 1"," 2"," 2","Sporadic"
"Fraxinus pennsylvanica",NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,"Present"
"Helianthus tuberosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2"," 1"," 1","Present"
"Helianthus laetiflorus",NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,"Sporadic"
"Heracleum mantegazzianum"," 3",NA," 3"," 4"," 6"," 4","13"," 9"," 4","10"," 9","23","23","Sporadic"
"Hydrocotyle ranunculoides",NA,NA,NA,NA,NA," 1"," 1"," 1",NA," 1"," 2"," 2"," 2","Sporadic"
"Impatiens capensis"," 2",NA,NA," 1",NA,NA,NA,NA,NA,NA," 2",NA,NA,"Sporadic"
"Impatiens glandulifera"," 3"," 5"," 9"," 4"," 5"," 7","19","16"," 7","21","32","43","43","Present"
"Koenigia polystachya",NA,NA,NA,NA," 1",NA,NA,NA," 2",NA,NA," 1"," 1","Sporadic"
"Laburnum anagyroides",NA,NA,NA,NA,NA," 2",NA," 1",NA," 2"," 2"," 3"," 3","Sporadic"
"Lemna minuta",NA,"12"," 4"," 1"," 5"," 2"," 8"," 5"," 1"," 3"," 2"," 2"," 2","Present"
"Reynoutria japonica"," 6"," 6"," 4","11","10","18","33","42","36","21","32","73","73","Present"
"Prunus serotina","12"," 6","16","12"," 9","18","32","29","23","39","47","95","95","Present"
"Parthenocissus tricuspidata",NA,NA,NA," 1",NA,NA,NA," 1",NA," 1"," 1"," 2"," 2","Sporadic"
"Mahonia aquifolium"," 1",NA," 2"," 3"," 1"," 3"," 3"," 5"," 4","10","11","13","13","Sporadic"
"Parthenocissus inserta",NA,NA," 1"," 1",NA," 1"," 1"," 2"," 2"," 1"," 3"," 1"," 1","Sporadic"
"Spiraea tomentosa",NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,"Present"
"Spiraea douglasii",NA,NA,NA," 1",NA," 1",NA,NA,NA," 5"," 7"," 1"," 1","Sporadic"
"Reynoutria bohemica",NA,NA,NA," 1",NA,NA,NA,NA,NA," 1",NA," 1"," 1","Sporadic"
"Myriophyllum heterophyllum"," 1",NA,"13"," 2"," 1"," 3"," 7","10","10"," 6","11"," 4"," 4","Sporadic"
"Ludwigia grandiflora",NA,NA," 2",NA,NA," 1"," 2"," 4"," 5"," 2"," 7","10","10","Sporadic"
"Reynoutria sachalinensis",NA,NA,NA," 1",NA," 1",NA,NA,NA," 1",NA," 1"," 1","Sporadic"
"Spiraea salicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1"," 1","Present"
"Solidago canadensis"," 1",NA," 2"," 1"," 2",NA," 2"," 2"," 1"," 1"," 4"," 2"," 2","Sporadic"
"Myriophyllum aquaticum"," 1",NA,NA,NA," 2",NA," 1"," 3",NA," 1"," 2"," 4"," 4","Sporadic"
